ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 3:42:00 PM,TKN,n/a,=,2.4,mg/L,EPA 351.2,0.074,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,1||2||4-Trichlorobenzene,n/a,<,0.55,µg/L,EPA 625,0.55,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,1||2-Dichlorobenzene,n/a,<,0.57,µg/L,EPA 625,0.57,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,1||2-Diphenylhydrazine,n/a,<,0.25,µg/L,EPA 625,0.25,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,1||3-Dichlorobenzene,n/a,<,0.53,µg/L,EPA 625,0.53,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,1||4-Dichlorobenzene,n/a,<,0.55,µg/L,EPA 625,0.55,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,1-Methylnaphthalene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,2||4||5-Trichlorophenol,n/a,<,0.29,µg/L,EPA 8270Cm,0.29,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,2||4||6-Trichlorophenol,n/a,<,0.3,µg/L,EPA 8270Cm,0.3,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,2||4-Dichlorophenol,n/a,<,0.51,µg/L,EPA 8270Cm,0.51,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,2||4-Dimethylphenol,n/a,<,1,µg/L,EPA 8270Cm,1,2,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,2||4-Dinitrophenol,n/a,<,1,µg/L,EPA 8270Cm,1,2,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,2||4-Dinitrotoluene,n/a,<,0.18,µg/L,EPA 625,0.18,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,2||6-Dinitrotoluene,n/a,<,0.27,µg/L,EPA 625,0.27,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,2-Chloronaphthalene,n/a,<,0.45,µg/L,EPA 625,0.45,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,2-Chlorophenol,n/a,<,0.65,µg/L,EPA 8270Cm,0.65,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,2-Methylnaphthalene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,2-Methylphenol,n/a,<,0.34,µg/L,EPA 8270Cm,0.34,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,2-Nitrophenol,n/a,<,0.71,µg/L,EPA 8270Cm,0.71,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,3||3'-Dichlorobenzidine,n/a,<,1.2,µg/L,EPA 625,1.2,5,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,3-/4-Methylphenol,n/a,<,0.3,µg/L,EPA 8270Cm,0.3,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,4||6-Dinitro-2-methylphenol,n/a,<,0.14,µg/L,EPA 8270Cm,0.14,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,4-Bromophenyl phenyl ether,n/a,<,0.36,µg/L,EPA 625,0.36,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,4-Chloro-3-methylphenol,n/a,<,0.37,µg/L,EPA 8270Cm,0.37,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,4-Chlorophenyl phenyl ether,n/a,<,0.41,µg/L,EPA 625,0.41,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/29/2012 4:44:00 PM,4-Nitrophenol,n/a,<,1,µg/L,EPA 8270Cm,1,2,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,Acenaphthene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,Acenaphthylene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,Anthracene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,Benz(a)anthracene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,Benzidine,n/a,<,3.7,µg/L,EPA 625,3.7,10,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/4/2012 3:10:00 AM,Benzo(a)pyrene,n/a,=,0.16,µg/L,EPA 525.2,0.07,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,Benzo(b)fluoranthene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,Benzo(g||h||i)perylene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,Benzo(k)fluoranthene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
