Program|ParentProject|Project|StationName|StationCode|SampleDate|CollectionTime|LocationCode|CollectionDepth|UnitCollectionDepth|SampleTypeCode|CollectionReplicate|ResultsReplicate|LabBatch|LabSampleID|MatrixName|MethodName|Analyte|Unit|Result|Observation|MDL|RL|ResultQualCode|QACode|BatchVerification|ComplianceCode|SampleComments|CollectionComments|ResultsComments|BatchComments|EventCode|ProtocolCode|SampleAgency|GroupSamples|CollectionMethodName|TargetLatitude|TargetLongitude|CollectionDeviceDescription|CalibrationDate|PositionWaterColumn|PrepPreservationName|PrepPreservationDate|DigestExtractMethod|DigestExtractDate|AnalysisDate|DilutionFactor|ExpectedValue|LabAgency|SubmittingAgency|SubmissionCode|OccupationMethod|StartingBank|DistanceFromBank|UnitDistanceFromBank|StreamWidth|UnitStreamWidth|StationWaterDepth|UnitStationWaterDepth|HydroMod|HydroModLoc|LocationDetailWQComments|ChannelWidth|UpstreamLength|DownstreamLength|TotalReach|LocationDetailBAComments|county|county_fips|regional_board|rb_number|huc8|huc8_number|huc10|huc10_number|huc12|huc12_number|waterbody_type|SampleID
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Glen Allen|206SON160|2018-04-03|10:52:00|Bank|0.1|m|Grab|1|1|Caltest_BML14619_W_BAC|T040020006|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.363762|-122.526168823242|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-04-03 10:52:00|None|1950-01-01|2018-04-03|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON160
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Maxwell Park|206SON050|2018-04-03|11:49:00|Bank|0.1|m|Grab|1|1|Caltest_BML14619_W_BAC|T040020009|samplewater|SM 9223 B|E. coli|MPN/100 mL|770.1||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.298401|-122.481201171875|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-04-03 11:49:00|None|1950-01-01|2018-04-03|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON050
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at USGS Gage 11458433|206SON32b|2018-04-03|09:31:00|Bank|0.1|m|Grab|1|1|Caltest_BML14619_W_BAC|T040020001|samplewater|SM 9223 B|E. coli|MPN/100 mL|104.3||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.419582|-122.564102172852|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-04-03 09:31:00|None|1950-01-01|2018-04-03|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON32b
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek near Sonoma Ecology Center|206SON140|2018-04-03|11:16:00|Bank|0.1|m|Grab|1|1|Caltest_BML14619_W_BAC|T040020007|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.350700|-122.516265869141|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-04-03 11:16:00|None|1950-01-01|2018-04-03|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON140
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Schell Creek at Hwy 121|206SCH009|2018-04-03|12:25:00|Bank|0.1|m|Grab|1|1|Caltest_BML14619_W_BAC|T040020011|samplewater|SM 9223 B|E. coli|MPN/100 mL|141.4||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.246250|-122.435081481934|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-04-03 12:25:00|None|1950-01-01|2018-04-03|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SCH009
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 3910 Warm Springs Road, Glen Ellen 95442|206SON180|2018-04-03|10:35:00|Bank|0.1|m|Grab|1|1|Caltest_BML14619_W_BAC|T040020005|samplewater|SM 9223 B|E. coli|MPN/100 mL|178.9||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.370338|-122.539505004883|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-04-03 10:35:00|None|1950-01-01|2018-04-03|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON180
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Aqua Caliente|206SON011|2018-04-03|11:33:00|Bank|0.1|m|Grab|1|1|Caltest_BML14619_W_BAC|T040020008|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|>|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.322876|-122.494567871094|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-04-03 11:33:00|None|1950-01-01|2018-04-03|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON011
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek near Sonoma Ecology Center|206SON140|2018-04-03|11:16:00|Bank|0.1|m|Grab|1|1|Caltest_BML14619_W_BAC|T040020007|samplewater|SM 9223 B|E. coli|MPN/100 mL|105||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.350700|-122.516265869141|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-04-03 11:16:00|None|1950-01-01|2018-04-03|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON140
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Doran Park-Doran Regional Park Beach, Sonoma|Doran Park|2018-04-09|12:24:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|Coliform, Total|MPN/100 mL|432||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.313400|-123.042999267578|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Goat Rock-Goat Rock State Park Beach, Sonoma|Goat Rock|2018-04-09|10:55:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|Coliform, Total|MPN/100 mL|2142||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.440800|-123.125|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Stillwater-Still Water Cove Regional Park Beach, Sonoma|Stillwater|2018-04-09|10:12:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|Coliform, Total|MPN/100 mL|108||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.547001|-123.297996520996|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Black Point-Black Point Regional Park Beach, Sonoma|Black Point|2018-04-09|09:25:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|Coliform, Total|MPN/100 mL|20||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.683498|-123.431999206543|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Campbell Cove-Campbell Cove State Beach, Sonoma|Campbell Cove|2018-04-09|12:02:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Enterolert|Enterococcus|MPN/100 mL|83||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.304901|-123.056999206543|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Goat Rock-Goat Rock State Park Beach, Sonoma|Goat Rock|2018-04-09|10:55:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Enterolert|Enterococcus|MPN/100 mL|20||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.440800|-123.125|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Salmon Creek-Salmon Creek State Park Beach, Sonoma|Salmon Creek|2018-04-09|11:38:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|Coliform, Total|MPN/100 mL|428||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.356300|-123.069000244141|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Stillwater-Still Water Cove Regional Park Beach, Sonoma|Stillwater|2018-04-09|10:12:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|E. coli|MPN/100 mL|10||0|0|<|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.547001|-123.297996520996|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Black Point-Black Point Regional Park Beach, Sonoma|Black Point|2018-04-09|09:25:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|E. coli|MPN/100 mL|10||0|0|<|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.683498|-123.431999206543|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Black Point-Black Point Regional Park Beach, Sonoma|Black Point|2018-04-09|09:25:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Enterolert|Enterococcus|MPN/100 mL|10||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.683498|-123.431999206543|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Campbell Cove-Campbell Cove State Beach, Sonoma|Campbell Cove|2018-04-09|12:02:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|Coliform, Total|MPN/100 mL|1274||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.304901|-123.056999206543|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Campbell Cove-Campbell Cove State Beach, Sonoma|Campbell Cove|2018-04-09|12:02:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|E. coli|MPN/100 mL|135||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.304901|-123.056999206543|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Doran Park-Doran Regional Park Beach, Sonoma|Doran Park|2018-04-09|12:24:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|E. coli|MPN/100 mL|85||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.313400|-123.042999267578|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Gualala-Gualala Regional Park Beach, Sonoma|Gualala|2018-04-09|08:45:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|Coliform, Total|MPN/100 mL|1918||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.762299|-123.53099822998|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Gualala-Gualala Regional Park Beach, Sonoma|Gualala|2018-04-09|08:45:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Enterolert|Enterococcus|MPN/100 mL|10||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.762299|-123.53099822998|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Salmon Creek-Salmon Creek State Park Beach, Sonoma|Salmon Creek|2018-04-09|11:38:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Enterolert|Enterococcus|MPN/100 mL|10||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.356300|-123.069000244141|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Doran Park-Doran Regional Park Beach, Sonoma|Doran Park|2018-04-09|12:24:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Enterolert|Enterococcus|MPN/100 mL|10||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.313400|-123.042999267578|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Goat Rock-Goat Rock State Park Beach, Sonoma|Goat Rock|2018-04-09|10:55:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|E. coli|MPN/100 mL|97||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.440800|-123.125|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Gualala-Gualala Regional Park Beach, Sonoma|Gualala|2018-04-09|08:45:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|E. coli|MPN/100 mL|20||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.762299|-123.53099822998|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Salmon Creek-Salmon Creek State Park Beach, Sonoma|Salmon Creek|2018-04-09|11:38:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Colilert-18|E. coli|MPN/100 mL|31||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.356300|-123.069000244141|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
BeachWatch|BeachWatch_Sonoma County|BeachWatch_Sonoma County|Stillwater-Still Water Cove Regional Park Beach, Sonoma|Stillwater|2018-04-09|10:12:00|SurfZone|-88|NR|Grab|1|1|CSHSEHD-04/09/2018|Not Recorded|samplewater|Enterolert|Enterococcus|MPN/100 mL|20||0|0|=|NR|NR|NR|||||WQ|Not Recorded|CSHSEHD||Water_Grab|38.547001|-123.297996520996|Not Recorded|0000-00-00|Not Recorded|Not Recorded|1950-01-01 00:00:00|Not Recorded|1950-01-01|1950-01-01|1|0|CSHSEHD|CSHSEHD|NR|||||||||||||||||Sonoma|97|North Coast|1||||||||Not Recorded
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Nathanson Park|206NAT030|2018-04-10|12:43:00|Thalweg|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|16||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.278599|-122.457481384277|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at north boundary of SVHS|206NAT040|2018-04-10|13:08:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Temperature|Deg C|14.5||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.283493|-122.45629119873|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at south boundary of AHMS|206NAT035|2018-04-10|12:54:00|Bank|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|15.8||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.279045|-122.456977844238|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at south boundary of AHMS|206NAT035|2018-04-10|12:54:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|8.14||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.279045|-122.456977844238|YSI ProPlus|2018-04-10|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at south boundary of AHMS|206NAT035|2018-04-10|12:54:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.1047||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.279045|-122.456977844238|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-04-10|12:33:00|Bank|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|16.7||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.264568|-122.453063964844|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-04-10|12:33:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|8.22||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.264568|-122.453063964844|YSI ProPlus|2018-04-10|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-04-10|12:33:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|pH|none|7.59||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.264568|-122.453063964844|YSI ProPlus|2018-04-10|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-04-10|12:33:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Temperature|Deg C|14.6||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.264568|-122.453063964844|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-04-10|12:33:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.13||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.264568|-122.453063964844|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Schell Creek at Hwy 121|206SCH009|2018-04-10|12:19:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|8.53||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.246250|-122.435081481934|YSI ProPlus|2018-04-10|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
