Program|ParentProject|Project|StationName|StationCode|SampleDate|CollectionTime|LocationCode|CollectionDepth|UnitCollectionDepth|SampleTypeCode|CollectionReplicate|ResultsReplicate|LabBatch|LabSampleID|MatrixName|MethodName|Analyte|Unit|Result|Observation|MDL|RL|ResultQualCode|QACode|BatchVerification|ComplianceCode|SampleComments|CollectionComments|ResultsComments|BatchComments|EventCode|ProtocolCode|SampleAgency|GroupSamples|CollectionMethodName|TargetLatitude|TargetLongitude|CollectionDeviceDescription|CalibrationDate|PositionWaterColumn|PrepPreservationName|PrepPreservationDate|DigestExtractMethod|DigestExtractDate|AnalysisDate|DilutionFactor|ExpectedValue|LabAgency|SubmittingAgency|SubmissionCode|OccupationMethod|StartingBank|DistanceFromBank|UnitDistanceFromBank|StreamWidth|UnitStreamWidth|StationWaterDepth|UnitStationWaterDepth|HydroMod|HydroModLoc|LocationDetailWQComments|ChannelWidth|UpstreamLength|DownstreamLength|TotalReach|LocationDetailBAComments|county|county_fips|regional_board|rb_number|huc8|huc8_number|huc10|huc10_number|huc12|huc12_number|waterbody_type|SampleID
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at north boundary of SVHS|206NAT040|2018-05-01|13:16:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|6.87||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.283493|-122.45629119873|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at north boundary of SVHS|206NAT040|2018-05-01|13:16:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|pH|none|7.44||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.283493|-122.45629119873|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at south boundary of AHMS|206NAT035|2018-05-01|12:57:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.1814||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.279045|-122.456977844238|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Schell Creek at Hwy 121|206SCH009|2018-05-01|12:24:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|SpecificConductivity, Total|uS/cm|327||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.246250|-122.435081481934|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Schell Creek at Hwy 121|206SCH009|2018-05-01|12:24:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.2125||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.246250|-122.435081481934|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek @ Watmaugh Road Bridge|206SON020|2018-05-01|12:08:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.2125||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.265751|-122.46736907959|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||Lower Sonoma Creek|180500020303|NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 3910 Warm Springs Road, Glen Ellen 95442|206SON180|2018-05-01|10:44:00|Bank|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|16.1||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.370338|-122.539505004883|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 3910 Warm Springs Road, Glen Ellen 95442|206SON180|2018-05-01|10:44:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.2275||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.370338|-122.539505004883|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 986 Warm Springs Road|206SON210|2018-05-01|10:21:00|Bank|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|15||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.404919|-122.550971984863|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 986 Warm Springs Road|206SON210|2018-05-01|10:21:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.2314||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.404919|-122.550971984863|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Aqua Caliente|206SON011|2018-05-01|11:37:00|Bank|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|18||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.322876|-122.494567871094|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Cypress Ave|206SONCYP|2018-05-01|10:12:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|pH|none|7.75||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.412170|-122.553718566895|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Cypress Ave|206SONCYP|2018-05-01|10:12:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Temperature|Deg C|13.4||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.412170|-122.553718566895|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Glen Allen|206SON160|2018-05-01|11:00:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|pH|none|8.42||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.363762|-122.526168823242|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Maxwell Park|206SON050|2018-05-01|11:51:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|11.45||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.298401|-122.481201171875|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Maxwell Park|206SON050|2018-05-01|11:51:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|pH|none|8.22||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.298401|-122.481201171875|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at USGS Gage 11458433|206SON32b|2018-05-01|09:56:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|10.57||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.419582|-122.564102172852|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at USGS Gage 11458433|206SON32b|2018-05-01|09:56:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|pH|none|8.12||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.419582|-122.564102172852|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Yulupa Creek|206SON190|2018-05-01|10:34:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|9.86||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.379192|-122.552688598633|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Yulupa Creek|206SON190|2018-05-01|10:34:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.2353||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.379192|-122.552688598633|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek near Sonoma Ecology Center|206SON140|2018-05-01|11:22:00|Bank|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|17.9||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.350700|-122.516265869141|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek near Sonoma Ecology Center|206SON140|2018-05-01|11:22:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|SpecificConductivity, Total|uS/cm|320.6||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.350700|-122.516265869141|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek near Sonoma Ecology Center|206SON140|2018-05-01|11:22:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.2087||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.350700|-122.516265869141|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Nathanson Park|206NAT030|2018-05-01|12:50:00|Thalweg|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|19.6||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.278599|-122.457481384277|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Nathanson Park|206NAT030|2018-05-01|12:50:00|Thalweg|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|7.46||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.278599|-122.457481384277|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at north boundary of SVHS|206NAT040|2018-05-01|13:16:00|Bank|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|21.6||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.283493|-122.45629119873|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at north boundary of SVHS|206NAT040|2018-05-01|13:16:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.1644||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.283493|-122.45629119873|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at south boundary of AHMS|206NAT035|2018-05-01|12:57:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|5.33||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.279045|-122.456977844238|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at south boundary of AHMS|206NAT035|2018-05-01|12:57:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|pH|none|7.37||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.279045|-122.456977844238|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at south boundary of AHMS|206NAT035|2018-05-01|12:57:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|SpecificConductivity, Total|uS/cm|278.8||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.279045|-122.456977844238|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-05-01|12:38:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|6.91||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.264568|-122.453063964844|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-05-01|12:38:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Temperature|Deg C|13.3||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.264568|-122.453063964844|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-05-01|12:38:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.1846||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.264568|-122.453063964844|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Schell Creek at Hwy 121|206SCH009|2018-05-01|12:24:00|Bank|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|19.9||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.246250|-122.435081481934|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Schell Creek at Hwy 121|206SCH009|2018-05-01|12:24:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|8.87||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.246250|-122.435081481934|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek @ Watmaugh Road Bridge|206SON020|2018-05-01|12:08:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|SpecificConductivity, Total|uS/cm|327.3||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.265751|-122.46736907959|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||Lower Sonoma Creek|180500020303|NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 3910 Warm Springs Road, Glen Ellen 95442|206SON180|2018-05-01|10:44:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|10.68||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.370338|-122.539505004883|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 986 Warm Springs Road|206SON210|2018-05-01|10:21:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Temperature|Deg C|13.3||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.404919|-122.550971984863|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Aqua Caliente|206SON011|2018-05-01|11:37:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|12.04||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.322876|-122.494567871094|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Aqua Caliente|206SON011|2018-05-01|11:37:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Temperature|Deg C|14.5||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.322876|-122.494567871094|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Cypress Ave|206SONCYP|2018-05-01|10:12:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|9.72||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.412170|-122.553718566895|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Cypress Ave|206SONCYP|2018-05-01|10:12:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Total Dissolved Solids, Total|g/L|0.2412||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.412170|-122.553718566895|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
